order_id,order_purchase_timestamp,customer_state,seller_state,rota,product_category_name,preco_total,frete_total,itens,product_weight_g,taxa_atraso_rota_suavizada,taxa_atraso_categoria_suavizada,score_risco,faixa_risco,componente_rota,componente_categoria,componente_fora_estado,componente_peso,componente_frete,componente_itens,order_delivered_customer_date,order_estimated_delivery_date,atrasou_real
0fe3f84cf0535ad78f10115634d7ed88,2018-05-24 18:08:17,MG,SP,SP_MG,automotivo,199.99,19.28,1.0,100.0,0.07445642262545135,0.09593138783541051,24.6,Baixo - fluxo automatizado,2.605974791890797,1.9186277567082102,20.0,0.049999999999999996,0.05370593216561929,0.0,2018-06-07 20:45:34,2018-06-25,0
96c0cb58d9c14384c9441f49917a911f,2018-05-24 18:23:01,SP,SP,SP_SP,papelaria,29.3,13.71,1.0,200.0,0.055470979743674154,0.08020746140300407,3.7,Baixo - fluxo automatizado,1.9414842910285952,1.6041492280600815,0.0,0.09999999999999999,0.03819026607835272,0.0,2018-06-05 00:23:35,2018-06-21,0
50fe82ce977520094518dd8618d7331a,2018-05-24 18:32:11,SP,SP,SP_SP,beleza_saude,6.0,7.39,1.0,50.0,0.055470979743674154,0.0973670035383173,3.9,Baixo - fluxo automatizado,1.9414842910285952,1.9473400707663462,0.0,0.024999999999999998,0.020585416945224408,0.0,2018-05-28 17:24:48,2018-06-11,0
471f7bcf95321e4e00d947114c884bd3,2018-05-24 18:56:59,SP,SP,SP_SP,pet_shop,103.0,8.49,1.0,400.0,0.055470979743674154,0.07218322332752038,3.6,Baixo - fluxo automatizado,1.9414842910285952,1.4436644665504077,0.0,0.19999999999999998,0.023649552079154968,0.0,2018-05-26 17:12:20,2018-06-14,0
ce36799829f380bb23aa467649d173c5,2018-05-24 19:04:17,SP,SP,SP_SP,casa_construcao,150.0,11.31,1.0,3800.0,0.055470979743674154,0.0998518757577379,5.9,Baixo - fluxo automatizado,1.9414842910285952,1.9970375151547584,0.0,1.9,0.03150488033159513,0.0,2018-06-07 16:28:39,2018-06-19,0
f37a42c45897de143426b05fa30298aa,2018-05-24 19:05:16,RJ,PR,PR_RJ,utilidades_domesticas,108.3,31.41,1.0,3750.0,0.16810432381121135,0.07532955790586074,29.4,Baixo - fluxo automatizado,5.883651333392397,1.506591158117215,20.0,1.875,0.08749498596068994,0.0,2018-07-04 18:36:34,2018-07-04,1
38a2b9fba0dbb602df8140da3d6287b1,2018-05-24 19:20:21,SP,SP,SP_SP,moveis_cozinha_area_de_servico_jantar_e_jardim,109.8,22.3,2.0,1850.0,0.055470979743674154,0.0653184850372263,4.7,Baixo - fluxo automatizado,1.9414842910285952,1.306369700744526,0.0,0.925,0.06211837589695593,0.4545454545454546,2018-06-01 19:28:46,2018-06-12,0
56f3eb3f797bf95b964817291410d0a2,2018-05-24 19:20:26,SP,SP,SP_SP,relogios_presentes,275.0,8.79,1.0,363.0,0.055470979743674154,0.10054862655282171,4.2,Baixo - fluxo automatizado,1.9414842910285952,2.0109725310564346,0.0,0.1815,0.024485225297499663,0.0,2018-05-29 20:41:41,2018-06-11,0
46a5c63af66fc95c48a6aa738f69049b,2018-05-24 19:50:41,SP,SP,SP_SP,cool_stuff,599.99,18.29,1.0,4317.0,0.055470979743674154,0.06854661800956208,5.5,Baixo - fluxo automatizado,1.9414842910285952,1.3709323601912418,0.0,2.1585,0.050948210545081786,0.0,2018-06-08 01:33:13,2018-06-18,0
944f138622bd3f426cb3c1588035ce87,2018-05-24 19:50:48,PR,PR,PR_PR,moveis_decoracao,99.9,11.38,1.0,2500.0,0.04099057776911663,0.09407330708410765,4.6,Baixo - fluxo automatizado,1.4346702219190821,1.881466141682153,0.0,1.25,0.0316998707492089,0.0,2018-06-02 15:12:41,2018-06-18,0
cad47dffa15e42fb1f1c09d6e5fec4aa,2018-05-24 19:51:03,SP,PR,PR_SP,moveis_decoracao,249.0,34.0,1.0,8150.0,0.039953738640264636,0.09407330708410765,27.4,Baixo - fluxo automatizado,1.3983808524092622,1.881466141682153,20.0,4.075,0.09470963141239917,0.0,2018-06-02 15:21:09,2018-06-21,0
ee28f84fa04da5254221a38a49924618,2018-05-24 20:12:30,RJ,SP,SP_RJ,construcao_ferramentas_jardim,152.4,23.65,1.0,1450.0,0.17921083236273877,0.07667614165321392,28.6,Baixo - fluxo automatizado,6.272379132695856,1.5335228330642785,20.0,0.725,0.06587890537950707,0.0,2018-06-05 18:43:44,2018-06-20,0
ab2e9e7981f5ff473ba140849d5129c9,2018-05-24 20:18:47,SP,SP,SP_SP,telefonia,34.9,7.87,1.0,230.0,0.055470979743674154,0.09131178836821854,3.9,Baixo - fluxo automatizado,1.9414842910285952,1.826235767364371,0.0,0.115,0.021922494094575924,0.0,2018-06-01 21:55:29,2018-06-11,0
ce79ae0eb1e344fbf19835147efc64e4,2018-05-24 20:33:03,SP,SP,SP_SP,cama_mesa_banho,179.9,13.16,1.0,3675.0,0.055470979743674154,0.10060140007738183,5.8,Baixo - fluxo automatizado,1.9414842910285952,2.012028001547637,0.0,1.8375,0.03665819851138744,0.0,2018-05-28 17:18:39,2018-06-13,0
396712c68f59e647911d707604f4591a,2018-05-24 20:37:51,SP,SP,SP_SP,telefonia_fixa,33.0,7.87,1.0,750.0,0.055470979743674154,0.06111866363661979,3.6,Baixo - fluxo automatizado,1.9414842910285952,1.222373272732396,0.0,0.375,0.021922494094575924,0.0,2018-05-28 17:16:27,2018-06-11,0
877e88c213b1ca25f07ece4878bb8acc,2018-05-24 20:41:49,SP,SP,SP_SP,cama_mesa_banho,84.0,13.03,1.0,1383.0,0.055470979743674154,0.10060140007738183,4.7,Baixo - fluxo automatizado,1.9414842910285952,2.012028001547637,0.0,0.6915,0.036296073450104736,0.0,2018-06-04 12:14:27,2018-06-19,0
f7cc115bdf4af94acf9b6da346ee1c88,2018-05-24 21:00:27,RJ,SP,SP_RJ,cama_mesa_banho,125.9,13.3,1.0,1800.0,0.17921083236273877,0.10060140007738183,29.2,Baixo - fluxo automatizado,6.272379132695856,2.012028001547637,20.0,0.8999999999999999,0.037048179346614966,0.0,2018-06-06 16:50:32,2018-07-12,0
5cc05e57c52bebf2882278793ed1ba3a,2018-05-24 21:07:35,PR,SP,SP_PR,alimentos_bebidas,30.0,19.32,1.0,1950.0,0.06370997390238162,0.0756114172598082,24.8,Baixo - fluxo automatizado,2.2298490865833567,1.5122283451961642,20.0,0.975,0.05381735526139858,0.0,2018-06-06 16:05:21,2018-06-21,0
f9662cf84141094dc6ad14261f518662,2018-05-24 21:20:46,SC,SP,SP_SC,automotivo,78.75,18.43,1.0,1350.0,0.12836617579594145,0.09593138783541051,27.1,Baixo - fluxo automatizado,4.492816152857951,1.9186277567082102,20.0,0.6749999999999999,0.05133819138030931,0.0,2018-06-10 14:58:30,2018-06-25,0
34c62850ad53be21313a03576fa7fd32,2018-05-24 21:26:55,SP,SP,SP_SP,cama_mesa_banho,96.99,14.77,1.0,1750.0,0.055470979743674154,0.10060140007738183,4.9,Baixo - fluxo automatizado,1.9414842910285952,2.012028001547637,0.0,0.8749999999999999,0.04114297811650399,0.0,2018-06-04 23:12:07,2018-06-20,0
4c5ac0db9e6945c127bede87a8a1bf7d,2018-05-24 21:29:21,SP,SP,SP_SP,bebes,141.12,13.43,1.0,1400.0,0.055470979743674154,0.10387903547272656,4.8,Baixo - fluxo automatizado,1.9414842910285952,2.0775807094545313,0.0,0.7000000000000001,0.03741030440789767,0.0,2018-06-06 19:41:40,2018-06-19,0
d23bad02674f52678ad46e2ada237286,2018-05-24 21:30:11,SP,SP,SP_SP,ferramentas_jardim,489.0,22.76,1.0,5950.0,0.055470979743674154,0.088334967747924,6.7,Baixo - fluxo automatizado,1.9414842910285952,1.76669935495848,0.0,2.9749999999999996,0.0633997414984178,0.0,2018-06-04 19:08:51,2018-06-18,0
a2bf57f7bd62d8cec922908b7ec2c256,2018-05-24 21:39:11,SP,MG,MG_SP,relogios_presentes,155.0,18.97,1.0,240.0,0.04873134150107208,0.10054862655282171,23.9,Baixo - fluxo automatizado,1.7055969525375227,2.0109725310564346,20.0,0.12,0.05284240317332977,0.0,2018-06-06 11:22:55,2018-06-26,0
00beb247698c6aae94e3f859d279e2cd,2018-05-24 22:21:17,SP,SP,SP_SP,construcao_ferramentas_iluminacao,45.0,7.39,1.0,200.0,0.055470979743674154,0.09657681963954425,4.0,Baixo - fluxo automatizado,1.9414842910285952,1.9315363927908848,0.0,0.09999999999999999,0.020585416945224408,0.0,2018-05-29 19:11:16,2018-06-11,0
1b2eb899988cdcc0c604910e20a76c5f,2018-05-24 22:54:31,MG,SP,SP_MG,bebidas,36.49,18.23,1.0,273.0,0.07445642262545135,0.07294034451562105,24.3,Baixo - fluxo automatizado,2.605974791890797,1.4588068903124212,20.0,0.1365,0.05078107590141284,0.0,2018-06-06 18:49:50,2018-06-21,0
f506fd1443d94ad16f25a94426fb8805,2018-05-24 22:57:40,SP,PR,PR_SP,moveis_decoracao,249.0,28.5,1.0,8150.0,0.039953738640264636,0.09407330708410765,27.4,Baixo - fluxo automatizado,1.3983808524092622,1.881466141682153,20.0,4.075,0.07938895574274636,0.0,2018-06-02 20:18:34,2018-06-21,0
e4dfdab4dc28a8727655a0f0a19224b2,2018-05-24 23:34:05,SP,SP,SP_SP,relogios_presentes,500.0,15.94,1.0,425.0,0.055470979743674154,0.10054862655282171,4.2,Baixo - fluxo automatizado,1.9414842910285952,2.0109725310564346,0.0,0.2125,0.04440210366804831,0.0,2018-06-08 19:33:44,2018-06-20,0
16e192db098dd55c18aff27770402968,2018-05-24 23:44:43,RJ,SP,SP_RJ,utilidades_domesticas,15.9,18.23,1.0,200.0,0.17921083236273877,0.07532955790586074,27.9,Baixo - fluxo automatizado,6.272379132695856,1.506591158117215,20.0,0.09999999999999999,0.05078107590141284,0.0,2018-06-05 19:36:54,2018-06-20,0
9d65f5b3f39a8bab190ca8c315452bf9,2018-05-24 23:50:10,SP,SP,SP_SP,beleza_saude,84.9,8.89,1.0,450.0,0.055470979743674154,0.0973670035383173,4.1,Baixo - fluxo automatizado,1.9414842910285952,1.9473400707663462,0.0,0.22499999999999998,0.0247637830369479,0.0,2018-06-04 15:55:54,2018-06-20,0
