review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,texto_original,texto_limpo,tema,confianca_regra,palavras_chave_encontradas,tem_texto
15197aa66ff4d0650b5434f1b46cda19,b18dcdf73be66366873cd26c5724d1dc,1,,,2018-04-13 00:00:00,2018-04-16 00:39:37,,,outros_sem_classificacao,baixa,0,False
9314d6f9799f5bfba510cc7bcd468c01,0dacf04c5ad59fd5a0cc1faa07c34e39,2,,"GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU",2018-01-18 00:00:00,2018-01-20 21:25:45,"GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU",gostaria de saber o que houve sempre recebi e essa compra agora me decpcionou,outros_sem_classificacao,baixa,0,True
373cbeecea8286a2b66c97b1b157ec46,583174fbe37d3d5f0d6661be3aad1786,1,Não chegou meu produto ,Péssimo,2018-08-15 00:00:00,2018-08-15 04:10:37,Não chegou meu produto  Péssimo,nao chegou meu produto pessimo,prazo_entrega,media,1,True
2c5e27fc178bde7ac173c9c62c31b070,0ce9a24111d850192a933fcaab6fbad3,1,,Não gostei ! Comprei gato por lebre,2017-12-13 00:00:00,2017-12-16 07:14:07,Não gostei ! Comprei gato por lebre,nao gostei comprei gato por lebre,outros_sem_classificacao,baixa,0,True
58044bca115705a48fe0e00a21390c54,68e55ca79d04a79f20d4bfc0146f4b66,1,,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",2018-04-08 00:00:00,2018-04-09 12:22:39,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",sempre compro pela internet e a entrega ocorre antes do prazo combinado que acredito ser o prazo maximo no stark o prazo maximo ja se esgotou e ainda nao recebi o produto,prazo_entrega,alta,4,True
9fd59cd04b42f600df9f25e54082a8d1,3c314f50bc654f3c4e317b055681dff9,1,,Nada de chegar o meu pedido.,2017-04-21 00:00:00,2017-04-23 05:37:03,Nada de chegar o meu pedido.,nada de chegar o meu pedido,prazo_entrega,media,1,True
ab3056e4fb5a36df4b58c1746e4a6b8f,aad1dcbe4c9fe2e3486e5e04c6649097,2,,,2018-05-13 00:00:00,2018-05-14 16:29:15,,,outros_sem_classificacao,baixa,0,False
eb26c2bfb5030f57dcef30d3f111eb1e,88096595631e8d26b658306256e3ce34,1,,,2018-02-08 00:00:00,2018-02-10 04:28:43,,,outros_sem_classificacao,baixa,0,False
e233e51d11511bf30e568c76360ace52,548df2c6e5f089574614894bca78acf5,1,,"recebi somente 1 controle Midea Split ESTILO.
Faltou Controle Remoto para Ar Condicionado Consul",2018-01-28 00:00:00,2018-02-04 11:06:15,"recebi somente 1 controle Midea Split ESTILO.
Faltou Controle Remoto para Ar Condicionado Consul",recebi somente 1 controle midea split estilo faltou controle remoto para ar condicionado consul,outros_sem_classificacao,baixa,0,True
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1,,"O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia. ",2016-12-09 00:00:00,2016-12-19 14:10:43,"O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia.",o produto nao chegou no prazo estipulado e causou transtorno pq programei a viagem de ferias do meu filho baseado no prazo moro na bahia e ele em cuiaba sozinho agora a casa esta vazia,prazo_entrega,alta,2,True
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Produto muito inferior, mal acabado.",2018-07-03 00:00:00,2018-07-05 19:03:52,"Produto muito inferior, mal acabado.",produto muito inferior mal acabado,produto,media,1,True
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,Pedi reembolso e sem resposta até momento ,2018-03-08 00:00:00,2018-03-08 12:27:34,Pedi reembolso e sem resposta até momento,pedi reembolso e sem resposta ate momento,atendimento,media,1,True
1090909faae22e5ab76903e8493063f1,a1341cb83bbf1b47392f4a3685d56bad,1,,,2018-03-07 00:00:00,2018-03-07 15:32:23,,,outros_sem_classificacao,baixa,0,False
4d36f8266245b00faebc520e9cd963c0,b1cc044d321053348a5e482ca7e6b2e3,2,,,2018-03-17 00:00:00,2018-03-17 09:29:47,,,outros_sem_classificacao,baixa,0,False
d23ac17822a812782cf7f848b2a8b38b,705402bc1d956067338873d414158d09,1,,,2018-04-22 00:00:00,2018-04-26 10:25:11,,,outros_sem_classificacao,baixa,0,False
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG",2018-01-04 00:00:00,2018-01-10 09:52:57,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG",este foi o pedido balde com 128 pecas blocos de montar 2 un r 25 00 cada nao foi entregue vendido e entregue targaryen tapete de eva n letras 36 pecas criancas 1 un r 35 90 este foi entreg,outros_sem_classificacao,baixa,0,True
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,2017-11-07 00:00:00,2017-11-08 21:54:58,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,outros_sem_classificacao,baixa,0,True
5b713e49352337557efe509b2e801183,93e87829bab4127b8692f52a73df4284,1,,,2017-11-23 00:00:00,2017-11-23 10:32:13,,,outros_sem_classificacao,baixa,0,False
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,Demorou de mais pra entrega ,2017-12-17 00:00:00,2017-12-17 12:14:13,Demorou de mais pra entrega,demorou de mais pra entrega,prazo_entrega,alta,2,True
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,Não funciona não faz sincronismo,2017-09-17 00:00:00,2017-09-18 23:39:56,Não funciona não faz sincronismo,nao funciona nao faz sincronismo,produto,media,1,True
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",2017-08-22 00:00:00,2017-08-22 23:45:13,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",chegou apenas uma peca mas na nota e na garantia constam as duas joias,outros_sem_classificacao,baixa,0,True
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE ,2018-01-12 00:00:00,2018-01-13 00:28:49,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE,eu nao recebi o produto e consta no sistema que eu recebi alem de pagar caro do frete,prazo_entrega,media,1,True
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",2018-04-05 00:00:00,2018-04-06 11:06:19,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",comprei o relogio unissex e enviaram um relogio feminino bem menor que as especificacoes do anuncio,outros_sem_classificacao,baixa,0,True
c3dc53293222872c90de63a9dc56902e,617b248faca8fe758da0640030f82f00,1,,,2018-06-22 00:00:00,2018-06-22 20:59:02,,,outros_sem_classificacao,baixa,0,False
0f47555e4df6f6e31bb40c6ff7fb6fac,f81ed3e1a19bd4246ee3e90b01359eb0,2,,,2017-10-02 00:00:00,2017-10-04 23:54:09,,,outros_sem_classificacao,baixa,0,False
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,Médio,A peça não serviu,2018-05-11 00:00:00,2018-05-14 14:08:04,Médio A peça não serviu,medio a peca nao serviu,outros_sem_classificacao,baixa,0,True
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,2018-03-29 00:00:00,2018-03-29 23:13:58,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,comprei o produto dia 25 de fevereiro e hoje dia 29 de marco nao fora entregue na minha residencia nao sei se os correios desse brasil e pessimo ou foi a propria loja que demorou postar,prazo_entrega,alta,2,True
185cb85ede91009d7a8e685687c037ee,2e5dc86c8c4aa663549caf5e31de840d,1,,"fiz minha compra faz 30 dias e não recebi ainda meu produto.
Precisa melhorar nas entregas",2017-04-06 00:00:00,2017-04-09 18:25:12,"fiz minha compra faz 30 dias e não recebi ainda meu produto.
Precisa melhorar nas entregas",fiz minha compra faz 30 dias e nao recebi ainda meu produto precisa melhorar nas entregas,prazo_entrega,alta,2,True
ca21ff9bdc64ce15d2be8e09bbc5a115,2f6bbf69e7e15f419cef8a59761df265,1,,,2017-05-06 00:00:00,2017-05-09 11:19:51,,,outros_sem_classificacao,baixa,0,False
c40a6b6e0181e5ec0d12cbc2e12c49d3,f3468d6a2c7586711e9952242898aad4,1,falta de produto e quebra,Faltou 1 produto e os que recebi 1 veio quebrado,2018-05-23 00:00:00,2018-05-23 22:23:00,falta de produto e quebra Faltou 1 produto e os que recebi 1 veio quebrado,falta de produto e quebra faltou 1 produto e os que recebi 1 veio quebrado,produto,alta,2,True
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,não recebi ainda,aqui está descrevendo como entregue só que ate agora não recebi,2018-06-28 00:00:00,2018-06-29 16:34:46,não recebi ainda aqui está descrevendo como entregue só que ate agora não recebi,nao recebi ainda aqui esta descrevendo como entregue so que ate agora nao recebi,prazo_entrega,media,1,True
715742f4ae2149e82ead981971912530,73863aca434e1d117e45109bea6f1937,1,,,2018-08-17 00:00:00,2018-08-17 05:21:43,,,outros_sem_classificacao,baixa,0,False
cde97e23deec3aa11e838402378706ee,512ba2efae3409f37660ce26199b32aa,1,,"Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!",2017-12-22 00:00:00,2017-12-22 12:20:27,"Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!",nao posso estou aguardando a chegada do produto que comprei logo que isso aconteca terei minha opiniao formada,produto,media,1,True
